student_id,treatment,student_age,student_female,student_grade,BL_math_percent,BL_hindi_percent,BL_ses_index,EL_math_percent,EL_hindi_percent,EL_ses_index,add1
39,1,11,1,6,.3465964,.3632681,-3.549407,.4117293,.293743,-3.653627,
467,0,11,1,6,.3211743,.1640011,1.632142,.3926619,.2623765,1.533021,
307,1,11,0,6,.1009788,.3365767,-2.12314,.2686411,.3774092,-2.180806,
587,0,11,1,7,.1758287,.3508033,-.4304268,.1859721,.5174709,-.3292856,
112,0,11,1,6,.3801179,.2146889,2.814276,.4634032,.8661125,2.78001,
184,1,11,1,4,.4032556,.2989029,.6854745,.3346489,.6324798,.5956845,
201,0,11,1,6,.4077097,.341398,.6534176,.2118453,.5741658,.6147088,
604,0,11,0,6,.3772924,.5858189,1.654533,.8180422,.7555406,1.594693,
448,1,11,1,6,.2607366,.3982848,-1.343775,.5087967,.5788296,-1.267158,
165,1,11,1,7,.1820951,.3866364,1.717045,.6203377,.4524134,1.623612,
87,0,11,1,6,.243234,.4480303,1.326146,.5390896,.6489782,1.492819,
38,1,11,0,6,.095835,.0719833,-1.309995,.3739507,.3205877,-1.428289,
440,1,11,0,6,.0776048,.2432526,-.9533426,.4376201,.1911226,-.9921678,
148,0,12,1,7,.3440053,.2727319,-.0370268,.3238184,.4895502,-.0407495,
179,0,12,1,8,.4876664,.5196547,2.176468,.4008126,.5131709,2.013962,
394,1,12,0,7,.4075595,.3937267,2.875509,.4946843,.5841271,2.959062,
552,0,12,1,6,.4879462,.515323,-2.142377,.6280856,.4614464,-2.183533,
321,0,12,1,7,.3805178,.5257427,-1.340639,.667233,.5576788,-1.239112,
363,1,12,1,9,.2895278,.3783261,.5541398,.4199497,.7656469,.7206025,
189,1,12,0,6,.3925321,.4604247,-2.182271,.46582,.6722418,-2.086431,
558,1,12,1,7,.3731782,.6498699,.2084544,.6743832,.9261675,.0364984,
328,1,12,1,7,.3194357,.6450195,1.687077,.7353494,.8696616,1.721007,
75,1,12,0,6,.2987572,.2190151,-1.363486,.337909,.3679646,-1.300656,
260,0,12,1,7,.0606962,.0409481,-2.851136,.3136234,.4447081,-2.952995,
447,1,12,1,6,.6127629,.4952814,1.238751,.6846631,.7992337,1.282346,
291,1,12,1,7,.2289803,.4927419,-.6191628,.7791706,.6266744,-.6285858,
578,0,12,1,8,.0163594,.2014681,1.085772,.1107303,.3789942,1.024461,
77,1,12,0,6,.5157658,.3334336,-.5956183,.6975809,.5352586,-.6646353,
428,1,12,1,7,.2278437,.4243829,-.0265391,.1458099,.49628,-.040459,
167,0,12,0,6,.1634942,.2334372,.6703867,.3730372,.3691796,.6059433,
21,1,12,0,7,.3609955,.5363422,-1.267333,.8818669,.8640618,-1.251783,
385,1,12,0,7,.4218817,.4214289,-.4727179,.6916123,.5810631,-.3941181,
129,0,12,1,7,.4480268,.6217942,-5.020894,.5725063,.7750197,-5.049902,
473,1,12,1,7,.2205466,.4948441,-1.18804,.2346599,.5546063,-1.314766,
586,1,12,1,7,.3327945,.1976051,.8497464,.5556788,.7557697,.8960164,
362,1,12,0,7,.2285595,.420433,-2.871744,.4810302,.3030404,-2.871716,
550,0,12,1,6,.2516218,.5843117,2.823096,.6897543,.8643917,2.732923,
244,0,12,1,7,.473792,.781821,.5952994,.8562001,.8528837,.7146778,
449,0,12,0,6,.3619927,.3552319,1.20734,.405062,.2659959,1.300833,
480,1,12,0,7,.3497241,.2066807,-2.132972,.4918248,.3564276,-2.16606,
411,0,12,0,7,.6574876,.9027257,2.35574,.7368799,.7045283,2.384076,
361,0,12,1,7,.4335761,.5017997,-1.278189,.3706652,.4455382,-1.349681,
612,0,12,1,7,.3677973,.8132936,-.2046582,.4946686,.7246487,-.3578719,
409,0,12,1,7,.4228365,.6066126,-2.254635,.5995026,.5711327,-2.236423,
151,0,12,0,7,.5092512,.6407402,-.3796249,.6913628,.7300912,-.3911485,
262,0,12,0,7,.4920995,.3947031,-.4573666,.342577,.3913635,-.6051345,
207,1,12,0,7,.5002176,.6006003,.5008935,.8486376,.4632412,.5485606,
49,0,12,0,6,.2260941,.4156956,-2.065185,.6523421,.5824494,-2.100638,
182,0,12,1,6,.2821611,.6395626,.0860896,.7899076,.6404896,.204451,
225,1,12,1,7,.2109771,.1635161,1.359333,-.0088496,.3988871,1.218702,
196,1,12,0,6,.2134334,.4869501,-1.982951,.4824684,.4177091,-2.066299,
365,0,12,1,6,.2681826,.5635045,2.1988,.4862157,.4275363,2.094299,
607,1,12,1,8,.440105,.2122812,1.385893,.544467,.326562,1.418993,
181,1,12,1,7,.3101315,.6759775,1.631042,.6332631,.8629006,1.768712,
349,0,12,1,7,.3776678,.3691372,1.388819,.4116436,.7074215,1.44887,
6,1,12,1,6,.2704355,.6529015,-.5983807,.458368,.8788791,-.5278658,
485,0,12,0,7,.4715086,.5144888,-.5541446,.7386685,.7643852,-.5659195,
275,0,12,1,8,.2192432,.3498227,2.011251,.3665573,.5349271,2.084008,
572,0,12,1,8,.3145304,.352545,.1959423,.4839183,.5355617,.24357,
484,0,12,1,8,.3876298,.2879261,.1882212,.2802267,.3541535,.1066629,
563,1,12,1,8,.1318896,.2800149,-1.564456,.3659331,.2899172,-1.666999,
429,0,12,1,6,.3200527,.5334709,.1813729,.7151444,.8047467,.0937143,
86,1,12,1,6,.4204859,.4466593,-1.597973,.7070367,.7705203,-1.691657,
482,1,12,1,7,.5174049,.54514,-2.940966,.505348,.5043014,-2.784615,
501,0,12,1,6,.0447486,.4666577,2.132958,.1881643,.3101149,2.128408,
347,1,12,1,7,.2819731,.5753175,-.1155592,.4102581,.6162055,-.1434223,
530,1,12,1,7,.4743496,.4028837,3.444189,.5697299,.7822675,3.557726,
504,1,12,1,7,.1564267,.312508,.9284093,.4121477,.796479,.8270429,
542,1,12,1,7,.3028208,.5122787,-.1217033,.5877153,.532267,.0242578,
96,1,12,1,7,.4672024,.4762385,-1.570719,.3971024,.7159873,-1.518067,
424,0,12,1,8,.2656418,.378549,-2.394387,.2865826,.2645864,-2.514929,
197,1,12,0,7,.366431,.6553374,.5727062,.437325,.7624973,.565084,
57,0,12,1,6,.3613089,.3099914,-1.345891,.6710431,.5413427,-1.250183,
198,1,12,1,6,.1784147,.2973774,-1.128016,.5936235,.5186251,-1.284598,
481,1,12,1,7,.3263545,.5309644,-1.30301,.5433601,.6499987,-1.388517,
144,1,12,1,7,.3816837,.4316688,2.379843,.6309333,.7885998,2.475164,
387,0,12,1,8,.3290012,.3972872,2.145735,.7546486,.6985515,2.171587,
178,1,12,1,7,.1928305,.3989251,-.1079566,.2489471,.4428247,-.1122635,
381,1,12,1,6,.2322692,.2514045,2.13622,.4735653,.4327337,2.090454,
237,0,12,1,7,.5257308,.5559844,1.24398,.62848,.8447021,1.245787,
26,1,12,1,7,.2395111,.8637681,1.306368,.4663959,.7360154,1.246894,
131,0,12,1,7,.0836903,.3232607,-5.548198,.3516991,.4147804,-5.680749,
386,0,12,1,8,.2664817,.1581661,.0839922,.3015422,.3724102,.0687972,
239,0,12,1,8,.2485996,.4389587,.835266,.5663956,.5929227,.9849882,
593,1,12,1,7,.2113274,.4387091,-.6530778,.4580478,.1851325,-.7944879,
242,0,12,1,6,.1508423,.1599678,-2.268844,.2297818,.218512,-2.270901,
159,1,12,0,8,.4411415,.6477342,-4.122387,.5459383,.6713067,-4.212541,
186,0,12,0,6,.6101772,.4137251,2.018137,.5586376,.5674556,2.018988,
594,0,12,1,6,.2473717,.4538303,-4.010334,.293907,.2003058,-4.17123,
460,0,12,1,7,.4034059,.6369915,-.0104547,.5779871,.8199844,-.076332,
250,0,12,1,6,.1319716,.4018079,1.674288,.4309242,.4462041,1.684978,
322,1,12,1,7,.3334337,.6286116,-.6750081,.5493779,.6327975,-.6669971,
559,1,12,1,7,.2220018,.2621,-2.555179,.5172825,.2723509,-2.478057,
157,0,12,1,7,.3130071,.3870329,-.6387075,.2491468,.2270769,-.5895702,
431,1,12,1,7,.273547,.1548219,-1.957507,.5326591,.3449373,-2.080723,
374,0,12,0,7,.3601912,.5664176,-1.368487,.5513175,.5599096,-1.440355,
443,1,12,1,7,.6605598,.793016,-1.471391,.8077585,.9745669,-1.415221,
468,1,12,0,7,.20292,.4298009,-.5543184,.7620218,.5388031,-.6367121,
64,0,12,1,7,.4483218,.4725066,-1.459187,.4233461,.3040677,-1.461106,
54,0,12,1,7,.298433,.3506977,1.614116,.6900571,.6992318,1.597481,
24,0,12,1,7,.3187149,.7173917,-1.265473,.5826274,.6102085,-1.337653,
52,0,12,0,7,.3475387,.5474737,1.710441,.5032737,.7273003,1.60642,
512,1,12,1,6,.3822283,.5735093,-.8303633,.6319074,.5740477,-.9911315,
540,1,12,1,7,.2432528,.6210349,-2.176606,.5251488,.7832499,-2.14013,
366,0,12,0,7,.4204844,.3664567,-.6428101,.6734026,.3860718,-.539131,
401,0,12,0,7,.3461736,.592164,-1.015707,.3515794,.4140912,-1.0617,
350,1,12,1,7,.1914535,.1833633,.6712601,.3101171,.1572635,.5471675,
284,0,12,0,7,.2955005,.2874737,-2.301143,.2397415,.105401,-2.160752,
255,1,12,1,8,.3667111,.3512872,-2.21198,.5291166,.72441,-2.188233,
279,0,12,0,6,.4974647,.1164039,-4.945871,.2767655,.1866339,-4.906184,
601,1,12,0,6,.2068993,.2650529,-.7294098,.5115122,.2885046,-.6184613,
161,1,12,0,7,.5258057,.7445026,.1977087,.7192482,.768257,.0683769,
545,0,12,1,7,.2314308,.4822247,-.6016351,.4308429,.4120136,-.5464209,
591,0,12,1,7,.3811294,.3154677,-2.218574,.6500968,.311223,-2.223138,
575,0,12,1,7,.2331818,.537273,-.6695372,.5448785,.5025891,-.6468929,
27,1,12,0,7,.2406954,.4522595,-.1759497,.2534137,.5400619,-.0831056,
232,1,12,1,8,.3642892,.9204261,.5787855,.8643326,.8431971,.6610451,
51,0,12,1,7,.2690366,.3721347,1.783767,.3195952,.4043028,1.733449,
355,1,12,1,7,.400948,.7250278,-.3015623,.7615074,.4274995,-.2787123,
173,0,12,1,7,.1054516,.2776162,-.899855,.4009421,.3196525,-.8364394,
442,0,12,0,6,.0194179,.2230756,1.917562,.1226619,.269343,2.051878,
17,1,12,1,7,.2786046,.2031498,-2.206163,.4079905,.4344075,-2.13881,
143,0,12,0,8,.3650332,.4946971,-2.067981,.3513587,.3803756,-2.072009,
301,1,12,1,7,.3550087,.4184446,.9348083,.6664615,.7067809,1.027359,
2,0,12,1,7,.2577201,.5726317,-.6433311,.5501623,.4603218,-.6437007,
475,0,12,1,7,.3758837,.411188,.1570169,.1499482,.3738409,.0413399,
286,0,12,1,7,.5183147,.5688855,1.839272,.5599048,.6049991,1.944333,
402,0,12,0,7,.388631,.2327534,-1.029251,.4177095,.17058,-.9460944,
582,0,12,1,6,.2608471,.3837813,-.4801339,.2838829,.2693252,-.5595119,
190,0,12,1,7,.2797505,.6425192,1.677573,.497848,.658534,1.778831,
226,0,12,1,7,.2848248,.3631512,-.7121051,.502822,.5565551,-.5991263,
163,0,12,0,6,.1942669,.2203754,-2.093109,.4678366,.3302596,-2.078791,
105,0,12,1,6,.2357253,.4221847,-.9089292,.2330281,.3847564,-.9844682,
234,0,13,1,7,.2309279,.649765,1.528503,.3916811,.5772573,1.565371,
320,1,13,0,8,.3673235,.3587535,-.6818932,.5798823,.4843667,-.673358,
343,0,13,1,8,.4050799,.5435718,.6947907,.6149158,.8565645,.7947296,
199,0,13,1,8,.291386,.5068193,-.645092,.5972475,.6907405,-.6535975,
146,0,13,1,8,.3521591,.3433402,-.4895146,.3817927,.6532133,-.6115719,
555,0,13,1,8,.2238994,.1845087,-.9938967,.1970582,.5613648,-.9108293,
436,1,13,1,8,.2755324,.5981974,1.662867,.606763,.6879247,1.554113,
12,0,13,1,8,.3018328,.2583388,1.220912,.3501562,.2962578,1.295275,
528,0,13,1,8,.3239196,.590024,-.9576481,.4830275,.5551602,-.7889228,
535,1,13,1,7,.6661936,.7809165,3.605433,1.007436,1.004655,3.586576,
95,1,13,1,6,.217248,.7066717,-2.102067,.7433239,.678112,-2.129333,
488,0,13,1,8,.474774,.4602064,1.376668,.6668568,.6889935,1.443932,
128,1,13,1,9,.383481,.7109874,-2.196859,.6682612,.7164931,-2.05044,
451,1,13,1,8,.2381663,.4102487,-.6267371,.7465082,.8093409,-.6725033,
121,1,13,0,8,.2072823,.3191938,-1.30231,.5389972,.3854308,-1.375007,
254,0,13,0,9,.438457,.1217725,1.49597,.4192322,.3262089,1.485517,
206,1,13,1,8,.4391488,.6314355,3.135455,.7353441,.7518809,3.100805,
36,1,13,1,8,.2457291,.4695914,1.682189,.494352,.6892933,1.761169,
176,0,13,1,8,.4323592,.2263713,2.836102,.5192206,.4571941,2.923439,
497,1,13,1,8,.3073356,.3565333,-1.368299,.2246535,.3268003,-1.348871,
372,1,13,1,8,.5242577,.7257955,1.372565,.8513931,.6868835,1.30985,
510,0,13,0,8,.401133,.5813921,.1590123,.2934859,.5905141,.0613005,
415,0,13,1,8,.2965712,.2241691,2.246872,.4349724,.70359,2.235554,
338,0,13,1,8,.3702378,.5904409,.1087118,.4863308,.5806633,.1480054,
609,0,13,1,8,.3079557,.3281048,-.9098347,.2713016,.4139793,-1.070518,
297,0,13,1,8,.3403018,.4431729,-.5724385,.7592769,.7525024,-.5158687,
548,0,13,1,8,.3013727,.1331742,-1.342245,.2427916,.2649117,-1.419852,
417,1,13,1,8,.2503253,.3523951,-.13432,.3420075,.5360919,-.0284053,
266,1,13,1,8,.347315,.5619383,.1488678,.5529148,.6003709,.129255,
65,1,13,1,7,.4651009,.3720957,-1.63535,.2135618,.2949127,-1.666268,
240,1,13,0,8,.328389,.5232947,-2.167449,.6363678,.7615762,-2.18804,
539,1,13,1,9,.1534484,.2924578,.798815,.2118582,.5677677,.7815643,
462,0,13,1,8,.2958584,.2402191,.790615,.6436128,.6055802,.6650549,
506,1,13,1,8,.2372353,.364786,.0935652,.3019027,.5539641,.0260747,
276,1,13,1,9,.2130769,.3505585,-.19721,.536121,.6546266,-.188026,
430,1,13,1,7,.2846076,.4716779,.2445544,.4941221,.6704952,.2361237,
116,0,13,0,7,.4995869,.3366838,-.6070205,.6986868,.43268,-.6075559,
527,1,13,1,8,.2427176,.3094326,-2.741631,.495804,.5378555,-2.85252,
243,1,13,1,8,.4742251,.5892074,.1111936,.8127798,.7800652,.2570982,
25,1,13,1,8,.286419,.5145609,.3194484,.6738131,.6092964,.2243188,
439,0,13,1,8,.077137,.3696105,1.61036,.1656449,.6468332,1.708972,
515,0,13,1,8,.3882635,.7666417,2.922828,.6336476,.7210411,2.915443,
581,1,13,1,8,.325049,.208202,-.4487186,.717222,.5907966,-.5755574,
202,1,13,1,8,.193313,.3245397,-.479343,.3742291,.5662665,-.4952985,
494,1,13,1,8,.2862766,.6885301,-3.029701,.579168,.7185171,-3.145762,
351,0,13,1,8,.366201,.3752314,2.420308,.3311193,.6826136,2.360849,
265,0,13,1,8,.2852638,.2920921,-1.331717,.5102271,.2485281,-1.336215,
412,1,13,1,7,.1759334,.6294681,-1.845636,.4187894,.5694492,-1.844846,
330,1,13,1,8,.2447838,.5482757,-.5990316,.6978369,.7941933,-.6477495,
570,1,13,1,7,.1881253,.5158909,2.938966,.5387054,.633997,2.770876,
272,0,13,0,6,.3603818,.2721447,-2.078842,.2352908,.477282,-2.129559,
458,0,13,1,8,.2999295,.2768286,.1383286,.4701902,.1845118,.2721248,
80,1,13,1,8,.2057029,.1163077,.5368136,.225191,.7321275,.6515099,
62,0,13,1,7,.3460264,.3610169,1.411021,.254887,.3293033,1.340146,
576,1,13,1,8,.1853287,.5445364,1.325737,.5942516,.5588196,1.405141,
217,1,13,1,7,.2634522,.3060267,1.728735,.6052982,.610937,1.752475,
380,0,13,1,8,.3234392,.2285586,-2.149175,.5107428,.3730518,-2.030452,
588,1,13,1,8,.3348842,.3120971,-.0630275,.7555926,.6599185,.0048149,
334,0,13,1,7,.2276574,.4196841,-.0453852,.3223142,.124479,-.0982216,
56,0,13,1,8,.3658239,.3193058,1.922601,.4635533,.762701,1.975941,
358,1,13,1,8,.2812558,.402155,-1.03778,.4017815,.5760516,-.9726276,
469,1,13,1,7,.3177392,.6309717,-1.400912,.3903554,.4578106,-1.300911,
331,0,13,1,8,.597708,.5830196,1.754234,.5572611,.8949715,1.741085,
